,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
0,70471850,False,Аналитик данных / Data scientist,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Станиславского', 'building': '21с2', 'description': None, 'lat': 55.745716, 'lng': 37.663539, 'raw': 'Москва, улица Станиславского, 21с2', 'metro': None, 'metro_stations': [], 'id': '5565574'}",,,2022-09-28T14:43:29+0300,2022-09-28T14:43:29+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70471850,,https://api.hh.ru/vacancies/70471850?host=hh.ru,https://api.hh.ru/vacancies/70471850/adv_response?host=hh.ru,https://hh.ru/vacancy/70471850,[],"{'id': '2942396', 'name': 'СтандартПроект', 'url': 'https://api.hh.ru/employers/2942396', 'alternate_url': 'https://hh.ru/employer/2942396', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/5393160.png', '240': 'https://hhcdn.ru/employer-logo/5393161.png', 'original': 'https://hhcdn.ru/employer-logo-original/964785.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2942396', 'trusted': True}","{'requirement': 'Обязательно: 1. Опыт работы <highlighttext>аналитиком</highlighttext> от 1 года. Ждем от кандидата проактивного подхода к решению задач и критическое восприятие результатов...', 'responsibility': '1. 20% Взаимодействие с заказчиками и подрядчиками (обсуждение аналитических задач). 2. 30% Анализ данных. 3. 30% Разработка аналитических правил для...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
1,70569190,False,Data Scientist (ML разработчик),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-09-30T10:48:43+0300,2022-09-30T10:48:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70569190,,https://api.hh.ru/vacancies/70569190?host=hh.ru,https://api.hh.ru/vacancies/70569190/adv_response?host=hh.ru,https://hh.ru/vacancy/70569190,[],"{'id': '988387', 'name': 'Группа НЛМК', 'url': 'https://api.hh.ru/employers/988387', 'alternate_url': 'https://hh.ru/employer/988387', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/1720231.png', 'original': 'https://hhcdn.ru/employer-logo-original/319466.png', '90': 'https://hhcdn.ru/employer-logo/1720230.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=988387', 'trusted': True}","{'requirement': 'Уверенное знание SQL. Опыт работы с Hadoop в качестве <highlighttext>аналитика</highlighttext> будет плюсом (Hive, Spark). Опыт работы с GitLab, Jira, Confluence. ', 'responsibility': 'Написание чистого продакшн кода и выведение модели в работу. Постановка задач и управление <highlighttext>аналитиком</highlighttext>. Презентация и защита результатов исследования.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
2,70522455,False,Data scientist,"{'id': '3529-3529-prof', 'name': 'Сбер для экспертов'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-09-29T14:04:48+0300,2022-09-29T14:04:48+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70522455,,https://api.hh.ru/vacancies/70522455?host=hh.ru,https://api.hh.ru/vacancies/70522455/adv_response?host=hh.ru,https://hh.ru/vacancy/70522455,[],"{'id': '3529', 'name': 'СБЕР', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Имеете опыт использования библиотек, облегчающих задачи <highlighttext>Data</highlighttext> <highlighttext>scientist</highlighttext>’ов и интерпретацию результатов их работы (SHAP, mlflow и пр.). ', 'responsibility': 'Реализацией проектов по end-to-end внедрению алгоритмов машинного обучения в производственном процессе Банка. Сюда входит формализация бизнес задачи в...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
3,70165043,False,Аналитик,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 200000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пресненская набережная', 'building': '12', 'description': None, 'lat': 55.749633, 'lng': 37.537434, 'raw': 'Москва, Пресненская набережная, 12', 'metro': {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, 'metro_stations': [{'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}], 'id': '11616943'}",,,2022-09-28T15:15:54+0300,2022-09-28T15:15:54+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=70165043,,https://api.hh.ru/vacancies/70165043?host=hh.ru,https://api.hh.ru/vacancies/70165043/adv_response?host=hh.ru,https://hh.ru/vacancy/70165043,[],"{'id': '5021275', 'name': 'НЬЮЭРАМЕДИА', 'url': 'https://api.hh.ru/employers/5021275', 'alternate_url': 'https://hh.ru/employer/5021275', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/5388592.jpeg', '240': 'https://hhcdn.ru/employer-logo/5388593.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/963643.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5021275', 'trusted': True}","{'requirement': 'Общие аналитические навыки, критическое мышление, внимание к деталям, опыт работы с большим количеством информации. - Продвинутый пользователь Excel (Power Query, Power...', 'responsibility': 'Проводить разведочный анализ данных (EDA). - Проводить исследования и аналитические разборы. - Формирование срезов данных для построения отчетов. - Построение моделей данных. - '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
